"","X","text","score","polarity"
"1445",1445,"russias war ukraine live updates cnn ",0,"Netral"
"1447",1447,"us france pledge hold russia accountable war crimes ukraine via ",0,"Netral"
"1448",1448," cat beneath birdless sky ludmila khersonsky details experience wartime ukraine home odesa windows barricaded poetry books cat sense oncoming missiles four minutes ",0,"Netral"
"1449",1449," war ukraine continues still fighting freedom democracy russia terrorizing whole world actions hope everyone understands blaming ukrainians war supporting terrorists ",2,"Positif"
"1450",1450," real irony narratives ukraine war zelensky jewish heritage azov battalion openly showcase nazi tattoos usa gov govs send billions fight russia happened nazi bad",0,"Netral"
"1451",1451," um comments arent regular real reason war usa russia wanting piece ukraine else understand russia ua usa kind big threat many waysincluding economically since think oil gas goes ua",-1,"Negatif"
"1452",1452,"russia lose crimea photo shows bridge links crimea attack russia lose war lose ",-2,"Negatif"
"1453",1453," war go years ukraine still defeated russia future",0,"Netral"
"1455",1455," strelkov small clashes extremists like cities end seperatists war frozen conflict unexabtle russia needed conflict eastern ukraine",-1,"Negatif"
"1456",1456,"russias war ukraine better stop war ",1,"Positif"
"1457",1457," warmongers mean imperial russia launched whole war ukraine without putin empire warlike warmonger lived earned lol",0,"Netral"
"1459",1459," russiaukraine war seems encouraged china diplomat reports xi might look happened ukraine think hes got reasonable shot taiwan china wouldnt stop taiwan",1,"Positif"
"1465",1465," russia gets ukraine russia invaded sovereign nation ukraine fights freedom ukrainian people fighting right exist russia stops war ukraine stops ukraine anymore",1,"Positif"
"1466",1466," put motion bolshevik terrorist leon trotsky help americas imperialist war crying victim wants become fascist military state like blaming germany ",-1,"Negatif"
"1469",1469," nope russia barbarism russia goes death misery follow ukraine keep fighting simple reason life russian tyranny worse war",-4,"Negatif"
"1470",1470," happened ukraine peaceful war",1,"Positif"
"1473",1473," halt war japan use g un roles pressure russia ukraine foreign minister reuters canada ",0,"Netral"
"1474",1474," russia started war donbas sent russian nazis putins puppet ukraine forced swallowed much russian disinformation truth",-1,"Negatif"
"1475",1475," course russia protecting imperial navy base lease sevastopol waging war annexation please keep believing population eastern ukraine prorussian fantasies make easier ukrainians beat russian invaders battlefield",1,"Positif"
"1477",1477,"us president joe biden french president emanuel macron pledged hold russia accountable widely documented atrocities war crimes ukraine two leaders said statement issued white house meeting ",-1,"Negatif"
"1478",1478," sure sure believe western political establishment military industrial complex provoked russia ",-1,"Negatif"
"1480",1480," corporate media tells us workers demanding better working conditions terrible corporate media tells us ukraine war russia aggression natos fascist expansion remember ",-2,"Negatif"
"1481",1481," dunaferr employs thousands people operated energydemanding sector weighed energy price hikes caused russiaukraine war ",0,"Netral"
"1482",1482,"russia finally slips oopsiehe finally accidentally told truth ",0,"Netral"
"1483",1483,"russias wagner group threat us allies must held accountable perpetrating putins war ukraine atrocities elsewhere introduced harm act ",-2,"Negatif"
"1484",1484," retired war criminal wesley clark gives perspective russiaukraine war ",0,"Netral"
"1485",1485," educate ",0,"Netral"
"1486",1486,"russias lavrov says us nato direct participants ukraine war yahoo news w ecosearch ",0,"Netral"
"1487",1487," probably research ukrainerussia war much propaganda around sketchy best worst complete lie",-2,"Negatif"
"1488",1488," russia spending national budget ukraine war long economic collapse",0,"Netral"
"1489",1489," rome das steinhelfer learned joint mission ukraine shared findings reports russias potential damage ukraines looting destruction compound effects war populations ",-2,"Negatif"
"1490",1490," sounds logic everybody west hopes war dies russia replace missiles ukraine like boxer take take take bring quotes boxer fall big win",-1,"Negatif"
"1491",1491,"wipers widening heres matters first half year researchers saw rising trend wiper malware deployed parallel russiaukraine war however wipers havent stayed one place theyre emerging glo ",0,"Netral"
"1492",1492," russias war ukraine impacted christian image rand ",0,"Netral"
"1493",1493," admit useless war k killed wounded sides thousand km lol bravo putin getting finland sweden nato ukraine never disarm efficient army europe right russia weak",1,"Positif"
"1498",1498," president frankwalter time face terrible war important maintain strengthen harmony friendship makes important contribution harmony within europe",4,"Positif"
"1499",1499," war russias fault russia aggressors ukraine democracy theres nothing nazi invading countries wagner founded nazi even putin forgot nazi narrative",0,"Netral"
"1500",1500,"russiaukraine war mayor tells kyiv residents stock water food case major blackout times india ",0,"Netral"
"1502",1502," us warning turkey may tamping criticisms really needs turkey corner war ukraine especially nato expansion finland sweden ankara final roadblock ",-2,"Negatif"
"1503",1503," want nuclear war doesnt matter russia utterly incapable beating western nation admission conventional war doesnt matter ukraine still lies missile poland ukraine isnt important enough risk nuclear war ",-2,"Negatif"
"1504",1504," want understand russia done come youll see everything eyes youll tell us end started well able finish ",0,"Netral"
"1505",1505,"elon musk bought social media platform congress supported ukraines defense war waged russia unsure feel two things compare ",1,"Positif"
"1506",1506," um maybe us directly involved wars troops ground pretty sure war tv russia ukraine ",0,"Netral"
"1507",1507," yeah also didnt inflation trump also wasnt war ukraine russia time russia scared trump moment trump voted russia made move undeniable",-1,"Negatif"
"1508",1508," think russia loose dominate ukraine skies since country lost air domination dont stop civil war",-1,"Negatif"
"1509",1509,"pa ukraine winning war macgregor confirms russia wants kherson get hopefully ukrainians allow emergence new government allow end ",1,"Positif"
"1510",1510," us black sites russian invasion ukraine russia ukraine two completely separate sovereign countries recognized international community years current conflict civil war",-1,"Negatif"
"1511",1511,"russia risks knockout blow war putin hits rock bottom via read",0,"Netral"
"1512",1512," think war ukraine going badly apart fact army sht ukrainians want part russia coup people ukraine choose freedom democracy tyranny corruption ",-1,"Negatif"
"1513",1513," dont know isnt indictment news media consume public obvious data probably didnt know chose go war russia years key us hostilities ukraine election interference ",0,"Netral"
"1514",1514,"ukraine russia war often ",0,"Netral"
"1515",1515,"new report publish preparing victory longhaul strategy help ukraine win war russiaand secure peace stephen hadley ",2,"Positif"
"1516",1516,"viktor anastasiev gets xray injured russian shell house kherson southern ukraine nov ",0,"Netral"
"1517",1517," ppl rising create issues wont back neither escalating war increasing debts winter cause flare exch freezing withdrawals sqqq sdow spy tsla",-3,"Negatif"
"1518",1518,"kyivindependent biden macron condemn russias war pledge air defense ukraine us president joe biden held meeting french president emmanuel macron dec said support ukraines energy sector provide ai",0,"Netral"
