"","text","score","polarity"
"1796","if you thought Russia was cool when Trump was President, but now your mad at Biden for not doing more....shut up....this is literally what would happen under Trump but without us doing anything at all. #Russia #Urkaine #Trump #Biden #2024Election
https://t.co/KVQVBlvzaX",0,"Netral"
"1797","The severity of Ukraine’s winter could affect the course of the war. 

BY MATTHEW MPOKE BIGG World https://t.co/FrcIsWZtpg

World https://t.co/yfI1U2P25p https://t.co/8aKeyu3kgG",-1,"Negatif"
"1798","No problem with holding Russia accountable for any Russian war crimes as long as Ukraine is held accountable for their war crimes as well. /1",-1,"Negatif"
"1799","The Guardian US: Macron says Russia’s war in Ukraine ‘first topic of discussion’ with Biden – live. 
Biden acknowledges inflation act 'glitches'
The United States makes no apology, and I make no apologies since I wrote the legislation 
https://t.co/E37BsDKA6d

via @GoogleNews",0,"Netral"
"1800","@MariaEd97554968 @HelpToBeatCovid @10DowningStreet @RishiSunak @ZelenskyyUa We are not at war. Ukraine/NATO and Russia are  at war and a handful of people who stand to make a lot of money make us think we are at war.",0,"Netral"
"1801","Russia condemns EU proposal to create special tribunal on Ukraine war
https://t.co/JB4mcaDYpy https://t.co/enQEX9D5Un",-1,"Negatif"
"1802","Satellite images suggest Russia is preparing for massive airstrikes | DW... https://t.co/10jhVM8kcb #War #Putin #Ukraine",0,"Netral"
"1803","@JosepBorrellF @EU_Commission @IntlCrimCourt When will Germany pay reparations to Poland? how is Russia supposed to pay for the losses in Ukraine, since Germany did not pay for the Murders and destruction in World War II?!!!!!! Germany stole gold, cash and works of art!",-2,"Negatif"
"1804","@GirkinGirkin #Belarus &amp; #Lukashenko should take note of what awaits them if they enter the war in #Ukraine. @JESweet2022 &amp; I explore why @thehill #Putin &amp; #Russia are trying to get #Minsk to do just that. 

Belarusians at Kyiv’s gates?

https://t.co/q0A2K7PSqZ",0,"Netral"
"1805","""Talks among E.U. diplomats on a Russian oil price cap drag on."" by BY MATINA STEVIS-GRIDNEFF via NYT New York Times https://t.co/rYWSW3jBbD",-1,"Negatif"
"1806","Happier moments with Biden today for Macron, no doubt. Only a month ago the French president was less positive on the ally's response to Russia's war against Ukraine. ""If you're from Norway or the US, condemning the war and support…https://t.co/5GIiCa2Lbe https://t.co/XU7qz3u3j1",1,"Positif"
"1807","@BuckSexton He's scared to death that Russia is going to win the war and find out about his business dealings in Ukraine.",-1,"Negatif"
"1808","@shashj @olliecarroll A bit of unrealistically high expectations, too.

https://t.co/6rcfWoraoB",0,"Netral"
"1809","U.S. President Joe Biden and French President Emmanuel Macron renewed their commitment to fighting Russia's invasion of Ukraine on Thursday in a White House meeting where the allies also acknowledged tensions over handling the economic stress of the war. https://t.co/d0mTFBY0GR",1,"Positif"
"1810","@S0_W0rthless Stop making usa as poor and have no power I am not Russian but the war we see today is bec usa usa wanted to fight russia so thay used Ukraine to make ppl think russia is the villin and help Ukraine in the same time help usa and I don't mind shipping country but the ship dynamic",0,"Netral"
"1811","@yeahcurious @WarMonitor3 This would mean a war declaration from Ukraine. Until now, the operations have mainly been going on inside Ukrainian territory -- as far as I know. This would be a new quality and would certainly be answered by heavier blows from Russia.",0,"Netral"
"1812","Orion Magazine - Silence and Air Raids: 4 Essays from Wartime Ukraine https://t.co/xJgV1TkmSN",0,"Netral"
"1813","@CNN Another way you could say that is "" although gas prices have fallen since the Russia and Ukraine war started, price of full still maintains double the price since Trump left office"" but I guess that wouldn't be very CNN'sh to do.",-1,"Negatif"
"1814","President Biden calls Putin's actions in #Ukraine ""sick"" and says he's ""prepared to speak"" to him if he wants to end war. President Macron said ""We will never urge the Ukrainians to make a compromise which will not be acceptable for them."" https://t.co/Gythd3ySh1 https://t.co/rsESkHEFnN",0,"Netral"
"1815","@OrkishAmerican @Militarylandnet Russia is about to lose most of its military equipment and the war in Ukraine. After that, the Russian Federation will break up. During World War II, Russia had the USA and GB on its side, which supplied the country with weapons and raw materials. Today Russia is alone.",-2,"Negatif"
"1816","@TheInsiderPaper Biden: The only way to end the war is for Russia to withdraw from Ukraine",0,"Netral"
"1817","@KyivIndependent Positive but important to guard against #Russia trying to draw #Ukraine further south in order to launch a campaign from #Belarus. No doubt, #Zelensky is smart enough to know. @JESweet2022 &amp; I explore how &amp; why #Putin might force #Lukashenko into the war.

https://t.co/q0A2K7PSqZ",3,"Positif"
"1818","New sanctions on Russians recruiting conscripts and prisoners to Putin’s war machine https://t.co/69x9k5lqfh",0,"Netral"
"1819","#UkraineWar: Why the world can’t afford to let #Russia get away with its land grab – lessons from history 

#UkraineRussiaWar #UkraineConflict #Ukraine

https://t.co/Vc2evdF8Yl",1,"Positif"
"1820","Russia-Ukraine war: Mayor tells Kyiv residents to stock up on water, food in case of major blackout – Times of India https://t.co/niAP7fVeqD",0,"Netral"
"1821","EU Talks Over Russian Oil Price Cap Drag On https://t.co/uBPLQY7quI",0,"Netral"
"1822","@Alexandernewry @wallacemick Actually Ukraine was somewhat more subtly invaded by the US when they decided it was time to put an actor in place who’d do anything they told him to so they could justify starting a proxy war with Russia.",0,"Netral"
"1823","Relationship between Ukraine and Russia and/or Russia's successor states depends on will there be full deoccupation incl. Crimea (best outome), will there be a return to 2015-2022 style prolonged war, what will be Russia and/or successor states' sociopolitics.",0,"Netral"
"1824","Russia IN TROUBLE around VITAL town - Ukraine War Map Update 01/DEC/2022 https://t.co/c2kOZiBvi0 via @YouTube",0,"Netral"
"1825","France and the United States agree on the need to continue to support Ukraine in its war against Russia and will be there in order to build peace, once the moment is right, Macron said at a joint news conference with his US counterpart on Thursday. https://t.co/q4PzJdAI38",1,"Positif"
"1826","Russia IN TROUBLE around VITAL town - Ukraine War Map Update 01/DEC/2022 https://t.co/Ynh4a8LOeO",0,"Netral"
"1827","Incredibly, there’s still talk of Ukraine negotiating with Russia. Russia is completely in the wrong. Putin’s justification for his assault is pure fabrication. And he has compounded this outrage with documented war crimes. There’s nothing to discuss. He must withdraw.",-1,"Negatif"
"1828","@mfa_russia @CanadaFP @RussianEmbassyC @CanadaRussia @RusMission_EU @mission_rf @RF_OSCE Hypocritical diversionary tactic Maria. Why don't you tell us about the crimes your terrorist organisation, aka the Russian army, commits on a daily basis for war crimes in Ukraine?",0,"Netral"
"1829","@kabzibit @KyivIndependent Putin. https://t.co/nPCt7TA6p2",0,"Netral"
"1830","🇺🇸Biden: There's one way for this war to end: Putin pulls out of #Ukraine… He's inflicting incredible carnage on the civilian population…It's sick… The idea that #Russia is going to defeat 🇺🇦 is beyond comprehension… Putin's miscalculated every single thing…across the board. https://t.co/xEP2HIQ7X0",1,"Positif"
"1831","@elesteban @Yahoo It’s like a meat grinder for real. I have relatives in Russia we don’t discuss this war. They still refuse to admit they are in a war in Ukraine. Such a tragedy! Many Russians have family in Ukraine, vice versa.. to create a war with your own brother country is diabolical.",-1,"Negatif"
"1832","@MinPres @ZelenskyyUa @WFP https://t.co/tAS4ZRoXET…

Peace deals were sabotaged to keep the war in the Ukraine going, to weaken Russia…",-1,"Negatif"
"1833","@StephenKing So according to you a female leader and Russia would still have attacked Ukraine and caused so many thousands of deaths and worldwide issues. So in other words she would just figure out how to end the war quicker but would still cause the war. Got you. Maybe word things better?",1,"Positif"
"1834","Both leaders condemned Russia's war in Ukraine and vowed to stand together with their allies to support the country under siege https://t.co/L1ri7NUb0y",-1,"Negatif"
"1835","@blackintheempir Ukraine/Zelensky is clearly engaged in a war started by Russia to further colonize its neighbor. Mostly it seems like they’ve been spending the money on weapons to fend off the invasion 🎉",2,"Positif"
"1836","Olaf Scholz has suggested that Europe should go back to its pre-war “peace order” with Russia and resolve “all questions of common security” after the war in Ukraine if President Putin is willing to renounce aggression against his neighbours.

https://t.co/gONFXvHc3f",-1,"Negatif"
"1837","Russia's war in Ukraine: Live updates - CNN https://t.co/ajHgHSqpuS https://t.co/QSZSGrvQ0u",0,"Netral"
"1838","Why Mearsheimer is wrong about Russia and the war in Ukraine. Five argum... https://t.co/8DbBDVsdAs via @YouTube",-1,"Negatif"
"1839","Recalls his visit to 🇺🇦 before war started and talk to president Zelensky who asked him: "" We know Russia will attack us, we know you will not come to fight along us. But will you support us? Will you send arms etc?"" That made me thinking.
And we did supported Ukraine",1,"Positif"
"1840","Russia finally slips up https://t.co/cXeKjlpCcj",0,"Netral"
"1841","Ukraine war: Kyiv displays dud nuclear-capable missile fired by Russia - BBC News https://t.co/BmzpYVXhBT",-1,"Negatif"
"1842","@Willmusic4food Perhaps his admin is starting to see that negotiations between Ukraine and Russia won’t happen if Putin is still in power, therefore NATO countries may need to step into negotiations and try to end the war",0,"Netral"
"1843","Ukraine war: Kyiv displays dud nuclear-capable missile fired by Russia - https://t.co/HCoF2vgBNr #LatestComments #eWeatherNews #VIXC https://t.co/0XMzr6lXNz",-1,"Negatif"
"1844","@thehill With the Russia Ukraine war still going on why now....especially in the colder months. This could be a signal that the economy is slowing down and the demand for fuel with it.",0,"Netral"
"1845","@aminuiida @AZgeopolitics Window for negotiating an end to Ukraine war is closing. Once Russia launches it’s anticipated offensive with the recently mobilized 300k forces there will be no negotiations only terms of surrender",-2,"Negatif"
"1846","Delusional conspiracy guy: ‘Thoughts on the Ukraine war?’

Neo-nazi loser: ‘I’m very pro Russia and Putin’

Ye: ‘I am too. &lt;starts rambling on about some religious stuff again&gt;’

This is a mess. https://t.co/al9AoL1l7o",-1,"Negatif"
"1847","@BBCWorld False flag likely, US ""attacks"" Ukraine, blames Russia, to prolong war, so Biden investments in Ukraine soar.   Where is Hunter these day??",0,"Netral"
"1848","@RepMTG If we are sending more weapon strength to Ukraine, then why don’t the Ukraineans start bombing Russian cities unless they are afraid Russia might go nuclear. If Ukraine does, it might bring the war to a quicker end by the Russian public getting a first hand look of Russia’s war.",0,"Netral"
"1849","They needed a meeting in the White House to figure that out... OK!

Biden: Macron and I will continue to work together to hold Putin accountable for his actions  https://t.co/GZL449mr0d",1,"Positif"
"1850","@WarMonitors @steventduffy Russia has an off ramp.

Russia can end the war immediately if it pulled its forces from Ukraine and returned all occupied Ukrainian territory back to Kyiv.

Russia is leaving Ukraine whether in peace or in pieces, so might as well save some Russian lives and leave now. https://t.co/EJoTzDcwv1",2,"Positif"
"1851","@pvtjokerus Why does a war between Russia and Ukraine need an American president to get involved? And before I get any answers, I understand diplomacy very well.",0,"Netral"
"1852","@CNN Remember Aban, they killed over 1500 or #PS752, killed innocent passengers by sacrificing human shields with two missiles. Remember, #IRGC is supporting  #Russia in  #war in  #Ukraine. This brutal regime is a threat to HUMANITY, child killer   #Mahsa_Amini  #مهسا_امینی",-4,"Negatif"
